Loan_ID,Gender,Married,Dependents,Education,Income,Coapplicant_Income,Loan_Tenor,Credit_History,Property_Area,Max_Loan_Amount,Loan_Status
LP001993,Female,No,0,Graduate,3762,1666,144,1,Rural,203.57,Y
LP001994,Female,No,0,Graduate,2400,1863,144,0,Urban,144.86,N
LP001996,Male,No,0,Graduate,20233,0,144,1,Rural,719.74,N
LP001998,Male,Yes,2,Not Graduate,7667,0,144,,Rural,316.42,Y
LP002002,Female,No,0,Graduate,2917,0,144,1,Semiurban,77.02,Y
LP002004,Male,No,0,Not Graduate,2927,2405,144,1,Semiurban,198.73,Y
LP002006,Female,No,0,Graduate,2507,0,144,1,Rural,56.35,Y
LP002008,Male,Yes,2,Graduate,5746,0,84,,Rural,98.93,Y
LP002024,,Yes,0,Graduate,2473,1843,144,1,Rural,147.53,N
LP002031,Male,Yes,1,Not Graduate,3399,1640,72,1,Urban,56.98,Y
LP002035,Male,Yes,2,Graduate,3717,0,144,1,Semiurban,117.34,Y
LP002036,Male,Yes,0,Graduate,2058,2134,144,,Urban,141.28,Y
LP002043,Female,No,1,Graduate,3541,0,144,,Semiurban,108.47,Y
LP002050,Male,Yes,1,Graduate,10000,0,144,1,Rural,434.00,N
LP002051,Male,Yes,0,Graduate,2400,2167,144,1,Semiurban,160.18,Y
LP002053,Male,Yes,3+,Graduate,4342,189,144,1,Semiurban,158.36,Y
LP002054,Male,Yes,2,Not Graduate,3601,1590,144,1,Rural,191.63,Y
LP002055,Female,No,0,Graduate,3166,2985,144,,Rural,240.01,Y
LP002065,Male,Yes,3+,Graduate,15000,0,144,1,Rural,556.00,Y
LP002067,Male,Yes,1,Graduate,8666,4983,144,0,Rural,617.91,N
LP002068,Male,No,0,Graduate,4917,0,144,0,Rural,177.82,Y
LP002082,Male,Yes,0,Graduate,5818,2160,144,1,Semiurban,332.09,Y
LP002086,Female,Yes,0,Graduate,4333,2451,144,1,Urban,271.91,N
LP002087,Female,No,0,Graduate,2500,0,144,1,Urban,56.00,Y
LP002097,Male,No,1,Graduate,4384,1793,144,1,Urban,241.32,Y
LP002098,Male,No,0,Graduate,2935,0,144,1,Semiurban,77.92,Y
LP002100,Male,No,,Graduate,2833,0,144,1,Urban,72.78,Y
LP002101,Male,Yes,0,Graduate,63337,0,72,1,Urban,600.00,Y
LP002103,,Yes,1,Graduate,9833,1833,72,1,Urban,223.98,Y
LP002106,Male,Yes,,Graduate,5503,4490,,1,Semiurban,,Y
LP002110,Male,Yes,1,Graduate,5250,688,144,1,Rural,229.28,Y
LP002112,Male,Yes,2,Graduate,2500,4600,144,1,Rural,287.84,Y
LP002113,Female,No,3+,Not Graduate,1830,0,144,0,Urban,22.23,N
LP002114,Female,No,0,Graduate,4160,0,144,1,Semiurban,139.66,Y
LP002115,Male,Yes,3+,Not Graduate,2647,1587,144,1,Rural,143.39,N
LP002116,Female,No,0,Graduate,2378,0,144,1,Rural,49.85,N
LP002119,Male,Yes,1,Not Graduate,4554,1229,144,1,Urban,221.46,Y
LP002126,Male,Yes,3+,Not Graduate,3173,0,144,1,Semiurban,89.92,Y
LP002128,Male,Yes,2,Graduate,2583,2330,144,1,Rural,177.62,Y
LP002129,Male,Yes,0,Graduate,2499,2458,144,1,Semiurban,179.83,Y
LP002130,Male,Yes,,Not Graduate,3523,3230,144,0,Rural,270.35,N
LP002131,Male,Yes,2,Not Graduate,3083,2168,144,1,Urban,194.65,Y
LP002137,Male,Yes,0,Graduate,6333,4583,144,,Semiurban,480.17,Y
LP002138,Male,Yes,0,Graduate,2625,6250,144,1,Rural,377.30,Y
LP002139,Male,Yes,0,Graduate,9083,0,144,1,Semiurban,387.78,Y
LP002140,Male,No,0,Graduate,8750,4167,144,1,Rural,581.02,N
LP002141,Male,Yes,3+,Graduate,2666,2083,144,1,Rural,169.35,Y
LP002142,Female,Yes,0,Graduate,5500,0,144,0,Rural,207.20,N
LP002143,Female,Yes,0,Graduate,2423,505,144,1,Semiurban,77.57,Y
LP002144,Female,No,,Graduate,3813,0,72,1,Urban,26.09,Y
LP002149,Male,Yes,2,Graduate,8333,3167,144,1,Rural,379.60,Y
LP002151,Male,Yes,1,Graduate,3875,0,144,1,Urban,125.30,N
LP002158,Male,Yes,0,Not Graduate,3000,1666,192,0,Urban,243.56,N
LP002160,Male,Yes,3+,Graduate,5167,3167,144,1,Semiurban,350.03,Y
LP002161,Female,No,1,Graduate,4723,0,144,1,Semiurban,168.04,N
LP002170,Male,Yes,2,Graduate,5000,3667,144,1,Semiurban,366.82,Y
LP002175,Male,Yes,0,Graduate,4750,2333,144,1,Urban,286.98,Y
LP002178,Male,Yes,0,Graduate,3013,3033,120,,Urban,183.93,Y
LP002180,Male,No,0,Graduate,6822,0,144,1,Rural,273.83,Y
LP002181,Male,No,0,Not Graduate,6216,0,144,1,Rural,243.29,N
LP002187,Male,No,0,Graduate,2500,0,192,1,Semiurban,98.00,N
LP002188,Male,No,0,Graduate,5124,0,,0,Rural,,N
LP002190,Male,Yes,1,Graduate,6325,0,144,1,Semiurban,248.78,Y
LP002191,Male,Yes,0,Graduate,19730,5266,144,1,Rural,,N
LP002194,Female,No,0,Graduate,15759,0,144,1,Semiurban,294.25,Y
LP002197,Male,Yes,2,Graduate,5185,0,144,1,Semiurban,191.32,Y
LP002201,Male,Yes,2,Graduate,9323,7873,120,1,Rural,652.23,Y
LP002205,Male,No,1,Graduate,3062,1987,72,0,Urban,57.23,N
LP002209,Female,No,0,Graduate,2764,1459,144,1,Urban,142.84,Y
LP002211,Male,Yes,0,Graduate,4817,923,72,1,Urban,74.65,Y
LP002219,Male,Yes,3+,Graduate,8750,4996,144,1,Rural,622.80,Y
LP002223,Male,Yes,0,Graduate,4310,0,144,,Semiurban,147.22,Y
LP002224,Male,No,0,Graduate,3069,0,192,1,Urban,136.24,N
LP002225,Male,Yes,2,Graduate,5391,0,144,1,Urban,201.71,Y
LP002226,Male,Yes,0,Graduate,3333,2500,144,1,Semiurban,223.98,Y
LP002229,Male,No,0,Graduate,5941,4232,144,1,Semiurban,442.72,Y
LP002231,Female,No,0,Graduate,6000,0,144,1,Urban,232.40,Y
LP002234,Male,No,0,Graduate,7167,0,144,1,Urban,291.22,Y
LP002236,Male,Yes,2,Graduate,4566,0,144,1,Urban,160.13,N
LP002237,Male,No,1,Graduate,3667,0,72,1,Urban,22.41,Y
LP002239,Male,No,0,Not Graduate,2346,1600,144,1,Semiurban,128.88,Y
LP002243,Male,Yes,0,Not Graduate,3010,3136,144,0,Urban,239.76,N
LP002244,Male,Yes,0,Graduate,2333,2417,144,1,Urban,169.40,Y
LP002250,Male,Yes,0,Graduate,5488,0,144,1,Rural,206.60,Y
LP002255,Male,No,3+,Graduate,9167,0,144,1,Rural,392.02,Y
LP002262,Male,Yes,3+,Graduate,9504,0,144,1,Rural,409.00,Y
LP002263,Male,Yes,0,Graduate,2583,2115,144,,Urban,166.78,Y
LP002265,Male,Yes,2,Not Graduate,1993,1625,72,1,Semiurban,21.17,Y
LP002266,Male,Yes,2,Graduate,3100,1400,144,1,Urban,156.80,Y
LP002272,Male,Yes,2,Graduate,3276,484,144,,Semiurban,119.50,Y
LP002277,Female,No,0,Graduate,3180,0,144,0,Urban,90.27,N
LP002281,Male,Yes,0,Graduate,3033,1459,144,1,Urban,156.40,Y
LP002284,Male,No,0,Not Graduate,3902,1666,144,1,Rural,210.63,Y
LP002287,Female,No,0,Graduate,1500,1800,144,0,Semiurban,96.32,N
LP002288,Male,Yes,2,Not Graduate,2889,0,72,0,Urban,72.80,N
LP002296,Male,No,0,Not Graduate,2755,0,120,1,Rural,45.71,N
LP002297,Male,No,0,Graduate,2500,20000,144,1,Semiurban,634.00,Y
LP002300,Female,No,0,Not Graduate,1963,0,144,1,Semiurban,28.94,Y
LP002301,Female,No,0,Graduate,7441,0,144,1,Rural,305.03,N
LP002305,Female,No,0,Graduate,4547,0,144,1,Semiurban,159.17,Y
LP002308,Male,Yes,0,Not Graduate,2167,2400,144,1,Urban,160.18,Y
LP002314,Female,No,0,Not Graduate,2213,0,144,1,Rural,41.54,Y
LP002315,Male,Yes,1,Graduate,8300,0,120,0,Semiurban,278.60,N
LP002317,Male,Yes,3+,Graduate,81000,0,144,0,Rural,,N
LP002318,Female,No,1,Not Graduate,3867,0,144,1,Semiurban,124.90,N
LP002319,Male,Yes,0,Graduate,6256,0,144,,Urban,245.30,Y
LP002328,Male,Yes,0,Not Graduate,6096,0,144,0,Rural,237.24,N
LP002332,Male,Yes,0,Not Graduate,2253,2033,144,1,Rural,146.01,Y
LP002335,Female,Yes,0,Not Graduate,2149,3237,144,0,Semiurban,201.45,N
LP002337,Female,No,0,Graduate,2995,0,144,1,Urban,80.95,Y
LP002341,Female,No,1,Graduate,2600,0,144,1,Urban,61.04,N
LP002342,Male,Yes,2,Graduate,1600,20000,144,1,Urban,588.64,N
LP002345,Male,Yes,0,Graduate,1025,2773,144,1,Rural,121.42,Y
LP002347,Male,Yes,0,Graduate,3246,1417,144,1,Semiurban,165.02,Y
LP002348,Male,Yes,0,Graduate,5829,0,144,1,Rural,223.78,Y
LP002357,Female,No,0,Not Graduate,2720,0,,0,Urban,,N
LP002361,Male,Yes,0,Graduate,1820,1719,144,1,Urban,108.37,Y
LP002362,Male,Yes,1,Graduate,7250,1667,,0,Urban,,N
LP002364,Male,Yes,0,Graduate,14880,0,144,1,Semiurban,679.95,Y
LP002366,Male,Yes,0,Graduate,2666,4300,144,1,Rural,281.09,Y
LP002367,Female,No,1,Not Graduate,4606,0,144,1,Rural,162.14,N
LP002368,Male,Yes,2,Graduate,5935,0,144,1,Semiurban,229.12,Y
LP002369,Male,Yes,0,Graduate,2920,16.12000084,144,1,Rural,77.98,Y
LP002370,Male,No,0,Not Graduate,2717,0,72,1,Urban,,Y
LP002377,Female,No,1,Graduate,8624,0,144,1,Semiurban,364.65,Y
LP002379,Male,No,0,Graduate,6500,0,144,0,Rural,257.60,N
LP002386,Male,No,0,Graduate,12876,0,144,1,Semiurban,578.95,Y
LP002387,Male,Yes,0,Graduate,2425,2340,144,1,Semiurban,170.16,Y
LP002390,Male,No,0,Graduate,3750,0,144,1,Urban,119.00,Y
LP002393,Female,,,Graduate,10047,0,96,1,Semiurban,267.58,Y
LP002398,Male,No,0,Graduate,1926,1851,144,1,Semiurban,120.36,Y
LP002401,Male,Yes,0,Graduate,2213,1125,144,1,Urban,98.24,Y
LP002403,Male,No,0,Graduate,10416,0,144,0,Urban,454.97,N
LP002407,Female,Yes,0,Not Graduate,7142,0,144,1,Rural,289.96,Y
LP002408,Male,No,0,Graduate,3660,5064,144,1,Semiurban,369.69,Y
LP002409,Male,Yes,0,Graduate,7901,1833,144,1,Rural,420.59,Y
LP002418,Male,No,3+,Not Graduate,4707,1993,144,1,Semiurban,267.68,Y
LP002422,Male,No,1,Graduate,37719,0,144,1,Semiurban,,Y
LP002424,Male,Yes,0,Graduate,7333,8333,120,,Rural,587.97,Y
LP002429,Male,Yes,1,Graduate,3466,1210,144,1,Rural,165.67,Y
LP002434,Male,Yes,2,Not Graduate,4652,0,144,1,Rural,164.46,Y
LP002435,Male,Yes,0,Graduate,3539,1376,144,1,Rural,177.72,N
LP002443,Male,Yes,2,Graduate,3340,1710,144,0,Rural,184.52,N
LP002444,Male,No,1,Not Graduate,2769,1542,144,,Semiurban,147.27,N
LP002446,Male,Yes,2,Not Graduate,2309,1255,144,0,Rural,109.63,N
LP002447,Male,Yes,2,Not Graduate,1958,1456,120,,Urban,73.39,Y
LP002448,Male,Yes,0,Graduate,3948,1733,144,0,Rural,216.32,N
LP002449,Male,Yes,0,Graduate,2483,2466,72,0,Rural,54.71,Y
LP002453,Male,No,0,Graduate,7085,0,144,1,Semiurban,287.08,Y
LP002455,Male,Yes,2,Graduate,3859,0,144,1,Semiurban,124.49,Y
LP002459,Male,Yes,0,Graduate,4301,0,144,1,Urban,146.77,Y
LP002467,Male,Yes,0,Graduate,3708,2569,144,1,Urban,246.36,N
LP002472,Male,No,2,Graduate,4354,0,144,1,Rural,149.44,Y
LP002473,Male,Yes,0,Graduate,8334,0,144,1,Semiurban,350.03,N
LP002478,,Yes,0,Graduate,2083,4083,144,,Semiurban,240.77,Y
LP002484,Male,Yes,3+,Graduate,7740,0,72,1,Urban,125.05,Y
LP002487,Male,Yes,0,Graduate,3015,2188,144,1,Rural,192.23,Y
LP002489,Female,No,1,Not Graduate,5191,0,144,1,Semiurban,191.63,Y
LP002493,Male,No,0,Graduate,4166,0,144,0,Semiurban,139.97,N
LP002494,Male,No,0,Graduate,6000,0,144,1,Rural,232.40,Y
LP002500,Male,Yes,3+,Not Graduate,2947,1664,72,0,Urban,46.20,N
LP002501,,Yes,0,Graduate,16692,0,144,1,Semiurban,771.28,Y
LP002502,Female,Yes,2,Not Graduate,210,2917,144,1,Semiurban,87.60,Y
LP002505,Male,Yes,0,Graduate,4333,2451,144,1,Urban,271.91,N
LP002515,Male,Yes,1,Graduate,3450,2079,144,1,Semiurban,208.66,Y
LP002517,Male,Yes,1,Not Graduate,2653,1500,72,0,Rural,34.66,N
LP002519,Male,Yes,3+,Graduate,4691,0,144,1,Semiurban,166.43,Y
LP002522,Female,No,0,Graduate,2500,0,144,,Urban,56.00,Y
LP002524,Male,No,2,Graduate,5532,4648,144,1,Rural,443.07,Y
LP002527,Male,Yes,2,Graduate,16525,1014,144,1,Rural,813.97,Y
LP002529,Male,Yes,2,Graduate,6700,1750,120,1,Semiurban,284.90,Y
LP002530,,Yes,2,Graduate,2873,1872,144,0,Semiurban,169.15,N
LP002531,Male,Yes,1,Graduate,16667,2250,144,1,Semiurban,553.42,Y
LP002533,Male,Yes,2,Graduate,2947,1603,144,1,Urban,159.32,N
LP002534,Female,No,0,Not Graduate,4350,0,144,1,Rural,149.24,Y
LP002536,Male,Yes,3+,Not Graduate,3095,0,144,1,Rural,85.99,Y
LP002537,Male,Yes,0,Graduate,2083,3150,144,1,Semiurban,193.74,Y
LP002541,Male,Yes,0,Graduate,10833,0,144,1,Semiurban,475.98,Y
LP002543,Male,Yes,2,Graduate,8333,0,144,1,Semiurban,349.98,Y
LP002544,Male,Yes,1,Not Graduate,1958,2436,144,1,Rural,151.46,Y
LP002545,Male,No,2,Graduate,3547,0,144,0,Rural,108.77,N
LP002547,Male,Yes,1,Graduate,18333,0,144,1,Urban,853.98,N
LP002555,Male,Yes,2,Graduate,4583,2083,144,1,Semiurban,265.97,Y
LP002556,Male,No,0,Graduate,2435,0,144,1,Urban,52.72,N
LP002560,Male,No,0,Not Graduate,2699,2785,144,,Semiurban,206.39,Y
LP002562,Male,Yes,1,Not Graduate,5333,1131,144,,Urban,255.79,Y
LP002571,Male,No,0,Not Graduate,3691,0,144,1,Rural,116.03,Y
LP002582,Female,No,0,Not Graduate,17263,0,144,1,Semiurban,800.06,Y
LP002585,Male,Yes,0,Graduate,3597,2157,144,0,Rural,220.00,N
LP002586,Female,Yes,1,Graduate,3326,913,84,1,Semiurban,54.63,Y
LP002587,Male,Yes,0,Not Graduate,2600,1700,144,1,Rural,146.72,Y
LP002588,Male,Yes,0,Graduate,4625,2857,12,,Urban,31.42,Y
LP002600,Male,Yes,1,Graduate,2895,0,144,1,Semiurban,75.91,Y
LP002602,Male,No,0,Graduate,6283,4416,144,0,Rural,469.23,N
LP002603,Female,No,0,Graduate,645,3683,192,1,Rural,220.84,Y
LP002606,Female,No,0,Graduate,3159,0,144,1,Semiurban,89.21,Y
LP002615,Male,Yes,2,Graduate,4865,5624,144,1,Semiurban,458.65,Y
LP002618,Male,Yes,1,Not Graduate,4050,5302,144,,Rural,401.34,N
LP002619,Male,Yes,0,Not Graduate,3814,1483,120,1,Semiurban,152.47,Y
LP002622,Male,Yes,2,Graduate,3510,4416,144,1,Rural,329.47,Y
LP002624,Male,Yes,0,Graduate,20833,6667,144,,Urban,686.00,Y
LP002625,,No,0,Graduate,3583,0,144,1,Urban,110.58,N
LP002626,Male,Yes,0,Graduate,2479,3013,144,1,Urban,206.80,Y
LP002634,Female,No,1,Graduate,13262,0,144,1,Urban,598.40,Y
LP002637,Male,No,0,Not Graduate,3598,1287,144,1,Rural,176.20,N
LP002640,Male,Yes,1,Graduate,6065,2004,144,1,Semiurban,336.68,Y
LP002643,Male,Yes,2,Graduate,3283,2035,144,1,Urban,198.03,Y
LP002648,Male,Yes,0,Graduate,2130,6666,72,1,Semiurban,151.66,N
LP002652,Male,No,0,Graduate,5815,3666,144,1,Rural,407.84,N
LP002659,Male,Yes,3+,Graduate,3466,3428,144,1,Rural,277.46,Y
LP002670,Female,Yes,2,Graduate,2031,1632,192,1,Semiurban,176.15,Y
LP002682,Male,Yes,,Not Graduate,3074,1800,144,0,Semiurban,175.65,N
LP002683,Male,No,0,Graduate,4683,1915,144,1,Semiurban,262.54,N
LP002684,Female,No,0,Not Graduate,3400,0,144,1,Rural,101.36,N
LP002689,Male,Yes,2,Not Graduate,2192,1742,144,1,Semiurban,128.27,Y
LP002690,Male,No,0,Graduate,2500,0,144,1,Semiurban,56.00,Y
LP002692,Male,Yes,3+,Graduate,5677,1424,144,1,Rural,287.89,Y
LP002693,Male,Yes,2,Graduate,7948,7166,144,1,Rural,691.75,Y
LP002697,Male,No,0,Graduate,4680,2087,144,1,Semiurban,271.06,N
LP002699,Male,Yes,2,Graduate,17500,0,144,1,Rural,812.00,Y
LP002705,Male,Yes,0,Graduate,3775,0,144,1,Semiurban,120.26,Y
LP002706,Male,Yes,1,Not Graduate,5285,1430,144,0,Semiurban,268.44,Y
LP002714,Male,No,1,Not Graduate,2679,1302,144,1,Semiurban,130.64,Y
LP002716,Male,No,0,Not Graduate,6783,0,144,1,Semiurban,271.86,Y
LP002717,Male,Yes,0,Graduate,1025,5500,144,,Rural,258.86,Y
LP002720,Male,Yes,3+,Graduate,4281,0,144,1,Urban,145.76,Y
LP002723,Male,No,2,Graduate,3588,0,144,0,Rural,110.84,N
LP002729,Male,No,1,Graduate,11250,0,144,,Semiurban,497.00,N
LP002731,Female,No,0,Not Graduate,18165,0,144,1,Urban,845.52,Y
LP002732,Male,No,0,Not Graduate,2550,2042,144,1,Rural,161.44,Y
LP002734,Male,Yes,0,Graduate,6133,3906,144,1,Urban,435.97,Y
LP002738,Male,No,2,Graduate,3617,0,144,1,Semiurban,112.30,Y
LP002739,Male,Yes,0,Not Graduate,2917,536,144,1,Rural,104.03,N
LP002740,Male,Yes,3+,Graduate,6417,0,72,1,Rural,91.71,Y
LP002741,Female,Yes,1,Graduate,4608,2845,72,1,Semiurban,117.82,Y
LP002743,Female,No,0,Graduate,2138,0,144,0,Semiurban,37.76,N
LP002753,Female,No,1,Graduate,3652,0,144,1,Semiurban,114.06,Y
LP002755,Male,Yes,1,Not Graduate,2239,2524,144,1,Urban,170.06,Y
LP002757,Female,Yes,0,Not Graduate,3017,663,144,,Semiurban,115.47,Y
LP002767,Male,Yes,0,Graduate,2768,1950,144,1,Rural,167.79,Y
LP002768,Male,No,0,Not Graduate,3358,0,36,1,Semiurban,42.31,N
LP002772,Male,No,0,Graduate,2526,1783,144,1,Rural,147.17,Y
LP002776,Female,No,0,Graduate,5000,0,144,0,Semiurban,182.00,N
LP002777,Male,Yes,0,Graduate,2785,2016,144,1,Rural,171.97,Y
LP002778,Male,Yes,2,Graduate,6633,0,144,0,Rural,264.30,N
LP002784,Male,Yes,1,Not Graduate,2492,2375,144,1,Rural,175.30,Y
LP002785,Male,Yes,1,Graduate,3333,3250,144,1,Urban,261.78,Y
LP002788,Male,Yes,0,Not Graduate,2454,2333,144,0,Urban,171.26,N
LP002789,Male,Yes,0,Graduate,3593,4266,72,0,Rural,128.05,N
LP002792,Male,Yes,1,Graduate,5468,1032,144,1,Semiurban,257.60,Y
LP002794,Female,No,0,Graduate,2667,1625,144,,Urban,146.32,Y
LP002795,Male,Yes,3+,Graduate,10139,0,144,1,Semiurban,441.01,Y
LP002798,Male,Yes,0,Graduate,3887,2669,144,1,Semiurban,260.42,Y
LP002804,Female,Yes,0,Graduate,4180,2306,144,1,Semiurban,256.89,Y
LP002807,Male,Yes,2,Not Graduate,3675,242,144,1,Semiurban,127.42,Y
LP002813,Female,Yes,1,Graduate,19484,0,144,1,Semiurban,911.99,Y
LP002820,Male,Yes,0,Graduate,5923,2054,144,1,Rural,332.04,Y
LP002821,Male,No,0,Not Graduate,5800,0,144,1,Semiurban,222.32,Y
LP002832,Male,Yes,2,Graduate,8799,0,144,0,Urban,373.47,N
LP002833,Male,Yes,0,Not Graduate,4467,0,144,,Rural,155.14,Y
LP002836,Male,No,0,Graduate,3333,0,144,1,Urban,97.98,Y
LP002837,Male,Yes,3+,Graduate,3400,2500,144,0,Rural,227.36,N
LP002840,Female,No,0,Graduate,2378,0,144,1,Urban,49.85,N
LP002841,Male,Yes,0,Graduate,3166,2064,144,0,Urban,193.59,N
LP002842,Male,Yes,1,Graduate,3417,1750,144,1,Urban,190.42,Y
LP002847,Male,Yes,,Graduate,5116,1451,144,0,Urban,260.98,N
LP002855,Male,Yes,2,Graduate,16666,0,144,1,Urban,769.97,Y
LP002862,Male,Yes,2,Not Graduate,6125,1625,192,1,Semiurban,450.80,N
LP002863,Male,Yes,3+,Graduate,6406,0,144,1,Semiurban,252.86,N
LP002868,Male,Yes,2,Graduate,3159,461,84,1,Urban,36.43,Y
LP002872,,Yes,0,Graduate,3087,2210,144,0,Semiurban,196.97,N
LP002874,Male,No,0,Graduate,3229,2739,144,1,Urban,230.79,Y
LP002877,Male,Yes,1,Graduate,1782,2232,144,1,Rural,132.31,Y
LP002888,Male,No,0,Graduate,3182,2917,144,1,Urban,237.39,Y
LP002892,Male,Yes,2,Graduate,6540,0,144,1,Semiurban,259.62,Y
LP002893,Male,No,0,Graduate,1836,33837,144,1,Urban,,N
LP002894,Female,Yes,0,Graduate,3166,0,144,1,Semiurban,89.57,Y
LP002898,Male,Yes,1,Graduate,1880,0,144,,Rural,24.75,N
LP002911,Male,Yes,1,Graduate,2787,1917,144,0,Rural,167.08,N
LP002912,Male,Yes,1,Graduate,4283,3000,84,1,Rural,144.12,N
LP002916,Male,Yes,0,Graduate,2297,1522,144,1,Urban,122.48,Y
LP002917,Female,No,0,Not Graduate,2165,0,144,1,Semiurban,39.12,Y
LP002925,,No,0,Graduate,4750,0,144,1,Semiurban,169.40,Y
LP002926,Male,Yes,2,Graduate,2726,0,144,0,Semiurban,67.39,N
LP002928,Male,Yes,0,Graduate,3000,3416,72,1,Semiurban,91.68,Y
LP002931,Male,Yes,2,Graduate,6000,0,96,1,Semiurban,131.60,N
LP002933,,No,3+,Graduate,9357,0,144,1,Semiurban,401.59,Y
LP002936,Male,Yes,0,Graduate,3859,3300,72,1,Rural,110.41,Y
LP002938,Male,Yes,0,Graduate,16120,0,144,1,Urban,742.45,Y
LP002940,Male,No,0,Not Graduate,3833,0,144,1,Rural,123.18,Y
LP002941,Male,Yes,2,Not Graduate,6383,1000,144,1,Rural,302.10,N
LP002943,Male,No,,Graduate,2987,0,144,0,Semiurban,80.54,N
LP002945,Male,Yes,0,Graduate,9963,0,144,1,Rural,432.14,Y
LP002948,Male,Yes,2,Graduate,5780,0,144,1,Urban,221.31,Y
LP002949,Female,No,3+,Graduate,416,41667,72,,Urban,990.49,N
LP002950,Male,Yes,0,Not Graduate,2894,2792,144,1,Rural,216.57,Y
LP002953,Male,Yes,3+,Graduate,5703,0,144,1,Urban,217.43,Y
LP002958,Male,No,0,Graduate,3676,4301,144,1,Rural,332.04,Y
LP002959,Female,Yes,1,Graduate,12000,0,144,1,Semiurban,534.80,Y
LP002960,Male,Yes,0,Not Graduate,2400,3800,72,1,Urban,86.24,N
LP002961,Male,Yes,1,Graduate,3400,2500,144,1,Semiurban,227.36,Y
LP002964,Male,Yes,2,Not Graduate,3987,1411,144,1,Rural,202.06,Y
LP002974,Male,Yes,0,Graduate,3232,1950,144,1,Rural,191.17,Y
LP002978,Female,No,0,Graduate,2900,0,144,1,Rural,76.16,Y
LP002979,Male,Yes,3+,Graduate,4106,0,72,1,Rural,33.47,Y
LP002983,Male,Yes,1,Graduate,8072,240,144,1,Urban,348.92,Y
LP002984,Male,Yes,2,Graduate,7583,0,144,1,Urban,312.18,Y
LP002990,Female,No,0,Graduate,4583,0,144,0,Semiurban,160.98,N